elec_demand_SE,elec_demand_S,elec_demand_NE,elec_demand_N,elec_demand_MW
11425,3263,1558,1558,3263
11959,3415,1631,1631,3415
12364,3531,1686,1686,3531
12618,3604,1721,1721,3604
12858,3672,1753,1753,3672
13072,3733,1782,1782,3733
13228,3778,1803,1803,3778
13260,3787,1808,1808,3787
13057,3728,1780,1780,3728
12766,3646,1741,1741,3646
12822,3661,1748,1748,3661
12217,3489,1666,1666,3489
11179,3192,1525,1525,3192
10117,2890,1379,1379,2890
9301,2656,1268,1268,2656
8763,2503,1195,1195,2503
8423,2405,1148,1148,2405
8247,2355,1124,1124,2355
8316,2375,1134,1134,2375
8758,2501,1194,1194,2501
9515,2718,1298,1298,2718
10599,3027,1445,1445,3027
11508,3286,1569,1569,3286
12270,3504,1673,1673,3504
12933,3693,1763,1763,3693
13400,3827,1827,1827,3827
13702,3913,1868,1868,3913
13977,3992,1906,1906,3992
14161,4044,1931,1931,4044
14240,4067,1942,1942,4067
14309,4087,1951,1951,4087
14209,4057,1937,1937,4057
13768,3932,1878,1878,3932
13349,3812,1820,1820,3812
13305,3800,1814,1814,3800
12499,3570,1704,1704,3570
11273,3220,1537,1537,3220
10098,2884,1377,1377,2884
9228,2635,1258,1258,2635
8653,2471,1180,1180,2471
8280,2364,1129,1129,2364
8098,2313,1104,1104,2313
8157,2329,1112,1112,2329
8628,2464,1176,1176,2464
9412,2688,1283,1283,2688
10495,2997,1431,1431,2997
11344,3240,1547,1547,3240
12073,3448,1646,1646,3448
12680,3621,1729,1729,3621
13090,3738,1785,1785,3738
13324,3806,1817,1817,3806
13491,3853,1839,1839,3853
13537,3866,1846,1846,3866
13487,3852,1839,1839,3852
13460,3844,1835,1835,3844
13310,3802,1815,1815,3802
12983,3707,1770,1770,3707
12775,3648,1741,1741,3648
12873,3677,1755,1755,3677
12195,3483,1663,1663,3483
11095,3169,1513,1513,3169
10017,2861,1366,1366,2861
9264,2645,1263,1263,2645
8769,2504,1196,1196,2504
8464,2417,1154,1154,2417
8336,2381,1136,1136,2381
8434,2409,1150,1150,2409
8961,2559,1222,1222,2559
9857,2815,1344,1344,2815
10746,3069,1465,1465,3069
11306,3229,1541,1541,3229
11716,3346,1597,1597,3346
12249,3498,1670,1670,3498
12779,3650,1742,1742,3650
13177,3763,1797,1797,3763
13545,3868,1847,1847,3868
13728,3921,1872,1872,3921
13802,3942,1882,1882,3942
13741,3924,1873,1873,3924
13524,3862,1844,1844,3862
13168,3761,1796,1796,3761
13022,3719,1776,1776,3719
12984,3707,1770,1770,3707
12263,3502,1672,1672,3502
11138,3181,1519,1519,3181
10030,2865,1368,1368,2865
9170,2619,1250,1250,2619
8622,2462,1176,1176,2462
8290,2368,1130,1130,2368
8144,2326,1110,1110,2326
8212,2345,1120,1120,2345
8709,2488,1187,1187,2488
9555,2729,1302,1302,2729
10478,2992,1428,1428,2992
11231,3208,1531,1531,3208
11915,3403,1625,1625,3403
12542,3582,1710,1710,3582
13007,3715,1773,1773,3715
13307,3801,1814,1814,3801
13570,3876,1850,1850,3876
13718,3917,1870,1870,3917
13779,3935,1878,1878,3935
13802,3942,1882,1882,3942
13658,3901,1863,1863,3901
13204,3771,1800,1800,3771
12794,3654,1744,1744,3654
12758,3643,1739,1739,3643
12019,3432,1639,1639,3432
10886,3109,1484,1484,3109
9742,2782,1328,1328,2782
8905,2544,1214,1214,2544
8347,2384,1138,1138,2384
7998,2284,1090,1090,2284
7822,2234,1066,1066,2234
7877,2250,1074,1074,2250
8298,2370,1131,1131,2370
9032,2580,1232,1232,2580
10023,2863,1367,1367,2863
10930,3121,1490,1490,3121
11698,3341,1595,1595,3341
12415,3546,1692,1692,3546
12962,3702,1767,1767,3702
13411,3831,1828,1828,3831
13832,3950,1886,1886,3950
14093,4025,1921,1921,4025
14180,4050,1933,1933,4050
14170,4047,1932,1932,4047
13925,3977,1898,1898,3977
13400,3827,1827,1827,3827
13094,3739,1785,1785,3739
13026,3720,1776,1776,3720
12323,3520,1681,1681,3520
11265,3217,1536,1536,3217
10211,2916,1392,1392,2916
9341,2668,1273,1273,2668
8754,2500,1193,1193,2500
8361,2388,1140,1140,2388
8106,2314,1105,1105,2314
8011,2288,1092,1092,2288
8106,2315,1105,1105,2315
8309,2373,1133,1133,2373
8809,2516,1201,1201,2516
9466,2704,1291,1291,2704
9985,2852,1361,1361,2852
10317,2946,1407,1407,2946
10518,3004,1434,1434,3004
10550,3013,1439,1439,3013
10520,3005,1434,1434,3005
10480,2993,1428,1428,2993
10443,2982,1424,1424,2982
10474,2991,1428,1428,2991
10471,2991,1428,1428,2991
10335,2951,1409,1409,2951
10196,2912,1390,1390,2912
10317,2946,1407,1407,2946
9840,2810,1342,1342,2810
9106,2600,1242,1242,2600
8307,2373,1132,1132,2373
7659,2188,1045,1045,2188
7206,2058,982,982,2058
6894,1969,939,939,1969
6733,1923,918,918,1923
6663,1903,909,909,1903
6708,1916,914,914,1916
6779,1936,924,924,1936
7275,2078,992,992,2078
8022,2291,1094,1094,2291
8686,2480,1184,1184,2480
9142,2611,1247,1247,2611
9418,2690,1284,1284,2690
9574,2734,1305,1305,2734
9588,2738,1307,1307,2738
9596,2740,1308,1308,2740
9651,2756,1316,1316,2756
9811,2802,1338,1338,2802
9928,2835,1353,1353,2835
9906,2829,1351,1351,2829
9953,2843,1357,1357,2843
10173,2905,1387,1387,2905
9682,2765,1320,1320,2765
8890,2539,1212,1212,2539
8121,2319,1107,1107,2319
7551,2156,1030,1030,2156
7196,2055,981,981,2055
6987,1995,953,953,1995
6915,1975,943,943,1975
7055,2015,962,962,2015
7532,2151,1027,1027,2151
8326,2378,1135,1135,2378
9238,2639,1259,1259,2639
9968,2847,1359,1359,2847
10584,3023,1443,1443,3023
11101,3170,1514,1514,3170
11465,3274,1563,1563,3274
11684,3337,1593,1593,3337
11845,3383,1615,1615,3383
11878,3392,1620,1620,3392
11856,3386,1616,1616,3386
11874,3391,1619,1619,3391
11835,3380,1614,1614,3380
11522,3291,1571,1571,3291
11361,3245,1549,1549,3245
11462,3273,1563,1563,3273
10755,3071,1466,1466,3071
9727,2778,1326,1326,2778
8750,2499,1193,1193,2499
8051,2299,1098,1098,2299
7659,2188,1044,1044,2188
7406,2115,1010,1010,2115
7306,2086,996,996,2086
7445,2126,1014,1014,2126
7989,2282,1089,1089,2282
8862,2531,1208,1208,2531
9775,2792,1332,1332,2792
10469,2990,1428,1428,2990
11051,3156,1507,1507,3156
11567,3303,1577,1577,3303
11911,3401,1624,1624,3401
12144,3468,1656,1656,3468
12378,3536,1688,1688,3536
12505,3571,1705,1705,3571
12545,3583,1711,1711,3583
12547,3583,1711,1711,3583
12342,3525,1683,1683,3525
11929,3406,1626,1626,3406
11695,3340,1595,1595,3340
11749,3356,1602,1602,3356
11022,3148,1503,1503,3148
9937,2838,1355,1355,2838
8909,2545,1215,1215,2545
8173,2334,1114,1114,2334
7720,2204,1052,1052,2204
7431,2122,1013,1013,2122
7280,2079,993,993,2079
7365,2103,1004,1004,2103
7847,2241,1070,1070,2241
8598,2455,1172,1172,2455
9591,2740,1308,1308,2740
10349,2955,1411,1411,2955
10998,3141,1499,1499,3141
11566,3303,1577,1577,3303
11972,3419,1632,1632,3419
12218,3490,1666,1666,3490
12483,3565,1701,1701,3565
12644,3612,1724,1724,3612
12688,3624,1730,1730,3624
12716,3631,1734,1734,3631
12561,3587,1712,1712,3587
12173,3476,1660,1660,3476
11900,3399,1622,1622,3399
11963,3416,1631,1631,3416
11249,3213,1534,1534,3213
10154,2900,1384,1384,2900
9124,2606,1244,1244,2606
8372,2391,1141,1141,2391
7903,2257,1077,1077,2257
7589,2167,1035,1035,2167
7467,2133,1018,1018,2133
7548,2155,1029,1029,2155
8066,2304,1100,1100,2304
8853,2529,1206,1206,2529
9886,2824,1348,1348,2824
10738,3067,1464,1464,3067
11425,3263,1558,1558,3263
12013,3431,1638,1638,3431
12485,3566,1702,1702,3566
12852,3671,1752,1752,3671
13219,3776,1803,1803,3776
13393,3825,1826,1826,3825
13476,3849,1837,1837,3849
13499,3856,1841,1841,3856
13344,3811,1819,1819,3811
12938,3695,1764,1764,3695
12645,3612,1724,1724,3612
12667,3617,1727,1727,3617
11923,3405,1625,1625,3405
10795,3083,1472,1472,3083
9707,2772,1323,1323,2772
8924,2549,1216,1216,2549
8391,2396,1144,1144,2396
8047,2298,1097,1097,2298
7863,2246,1072,1072,2246
7926,2264,1080,1080,2264
8389,2396,1144,1144,2396
9131,2608,1245,1245,2608
10105,2886,1378,1378,2886
10944,3126,1492,1492,3126
11657,3329,1590,1590,3329
12300,3513,1677,1677,3513
12775,3648,1741,1741,3648
13085,3737,1784,1784,3737
13387,3823,1825,1825,3823
13514,3860,1843,1843,3860
13481,3851,1838,1838,3851
13421,3833,1830,1830,3833
13153,3757,1793,1793,3757
12657,3615,1726,1726,3615
12393,3540,1690,1690,3540
12326,3521,1681,1681,3521
11637,3323,1586,1586,3323
10661,3045,1454,1454,3045
9649,2755,1315,1315,2755
8831,2522,1204,1204,2522
8319,2376,1134,1134,2376
7971,2277,1086,1086,2277
7771,2219,1060,1060,2219
7740,2210,1055,1055,2210
7903,2257,1077,1077,2257
8195,2340,1117,1117,2340
8851,2528,1206,1206,2528
9711,2773,1324,1324,2773
10476,2992,1428,1428,2992
11040,3153,1505,1505,3153
11402,3256,1555,1555,3256
11628,3321,1585,1585,3321
11767,3361,1604,1604,3361
11836,3381,1614,1614,3381
11812,3373,1611,1611,3373
11747,3355,1601,1601,3355
11578,3306,1579,1579,3306
11236,3209,1532,1532,3209
11082,3166,1511,1511,3166
11053,3157,1507,1507,3157
10498,2998,1431,1431,2998
9703,2771,1322,1322,2771
8853,2529,1206,1206,2529
8179,2336,1115,1115,2336
7700,2199,1050,1050,2199
7398,2113,1009,1009,2113
7203,2057,982,982,2057
7142,2039,974,974,2039
7214,2060,984,984,2060
7301,2085,995,995,2085
7843,2240,1070,1070,2240
8673,2477,1182,1182,2477
9447,2698,1288,1288,2698
10041,2868,1369,1369,2868
10502,3000,1432,1432,3000
10865,3103,1481,1481,3103
11064,3160,1509,1509,3160
11245,3212,1533,1533,3212
11428,3264,1558,1558,3264
11611,3316,1583,1583,3316
11704,3342,1595,1595,3342
11491,3281,1566,1566,3281
11357,3244,1549,1549,3244
11389,3253,1553,1553,3253
10685,3051,1457,1457,3051
9703,2771,1322,1322,2771
8820,2519,1202,1202,2519
8120,2319,1107,1107,2319
7697,2199,1050,1050,2199
7446,2127,1015,1015,2127
7334,2094,999,999,2094
7461,2131,1017,1017,2131
8007,2287,1091,1091,2287
8846,2527,1206,1206,2527
9844,2811,1342,1342,2811
10678,3050,1456,1456,3050
11367,3246,1550,1550,3246
11966,3417,1631,1631,3417
12465,3560,1700,1700,3560
12840,3667,1751,1751,3667
13232,3779,1804,1804,3779
13424,3834,1830,1830,3834
13450,3842,1834,1834,3842
13416,3832,1829,1829,3832
13242,3782,1806,1806,3782
12911,3687,1760,1760,3687
12922,3691,1762,1762,3691
12906,3686,1760,1760,3686
12173,3476,1660,1660,3476
11104,3171,1514,1514,3171
10108,2887,1378,1378,2887
9408,2687,1282,1282,2687
8963,2559,1222,1222,2559
8697,2484,1186,1186,2484
8595,2454,1171,1171,2454
8748,2499,1192,1192,2499
9399,2684,1282,1282,2684
10515,3003,1434,1434,3003
11457,3272,1562,1562,3272
11999,3427,1636,1636,3427
12342,3525,1682,1682,3525
12680,3621,1729,1729,3621
13070,3733,1782,1782,3733
13404,3828,1827,1827,3828
13783,3937,1879,1879,3937
14024,4005,1912,1912,4005
14106,4028,1923,1923,4028
14132,4036,1927,1927,4036
13934,3979,1900,1900,3979
13389,3824,1826,1826,3824
13155,3757,1793,1793,3757
12985,3708,1771,1771,3708
12030,3436,1641,1641,3436
10758,3072,1467,1467,3072
9594,2740,1308,1308,2740
8689,2481,1185,1185,2481
8135,2324,1109,1109,2324
7751,2214,1056,1056,2214
7548,2155,1029,1029,2155
7569,2162,1032,1032,2162
8077,2307,1101,1101,2307
8928,2550,1217,1217,2550
9764,2789,1331,1331,2789
10284,2937,1402,1402,2937
10659,3044,1453,1453,3044
10971,3133,1496,1496,3133
11163,3188,1522,1522,3188
11293,3226,1540,1540,3226
11461,3273,1563,1563,3273
11563,3302,1576,1576,3302
11628,3321,1585,1585,3321
11704,3342,1595,1595,3342
11646,3326,1588,1588,3326
11319,3233,1543,1543,3233
11209,3201,1528,1528,3201
11142,3182,1519,1519,3182
10343,2954,1410,1410,2954
9262,2645,1262,1262,2645
8261,2359,1126,1126,2359
7589,2168,1035,1035,2168
7177,2049,979,979,2049
6931,1979,944,944,1979
6834,1952,932,932,1952
6949,1984,947,947,1984
7507,2144,1023,1023,2144
8437,2409,1151,1151,2409
9308,2659,1269,1269,2659
9933,2837,1354,1354,2837
10443,2983,1424,1424,2983
10894,3111,1485,1485,3111
11181,3194,1525,1525,3194
11371,3247,1550,1550,3247
11619,3318,1584,1584,3318
11758,3358,1603,1603,3358
11851,3385,1615,1615,3385
11920,3405,1625,1625,3405
11794,3368,1608,1608,3368
11447,3269,1560,1560,3269
11463,3274,1563,1563,3274
11445,3269,1560,1560,3269
10697,3055,1459,1459,3055
9656,2758,1317,1317,2758
8719,2490,1188,1188,2490
8020,2290,1093,1093,2290
7558,2158,1030,1030,2158
7296,2083,994,994,2083
7181,2051,979,979,2051
7285,2081,993,993,2081
7830,2236,1067,1067,2236
8688,2481,1184,1184,2481
9589,2739,1308,1308,2739
10348,2955,1411,1411,2955
10986,3138,1498,1498,3138
11555,3301,1575,1575,3301
12029,3436,1640,1640,3436
12365,3531,1686,1686,3531
12763,3646,1740,1740,3646
12988,3710,1771,1771,3710
13109,3744,1787,1787,3744
13134,3751,1791,1791,3751
13017,3717,1775,1775,3717
12609,3602,1719,1719,3602
12453,3556,1698,1698,3556
12353,3528,1684,1684,3528
11688,3338,1594,1594,3338
10787,3081,1470,1470,3081
9800,2799,1336,1336,2799
8900,2542,1213,1213,2542
8470,2419,1155,1155,2419
8173,2334,1114,1114,2334
7967,2275,1086,1086,2275
7870,2248,1073,1073,2248
7990,2282,1089,1089,2282
8198,2341,1117,1117,2341
8827,2521,1203,1203,2521
9760,2788,1331,1331,2788
10560,3016,1439,1439,3016
11105,3171,1514,1514,3171
11474,3277,1565,1565,3277
11661,3331,1590,1590,3331
11684,3337,1593,1593,3337
11646,3326,1588,1588,3326
11548,3298,1575,1575,3298
11476,3278,1565,1565,3278
11284,3223,1539,1539,3223
10909,3116,1488,1488,3116
10830,3093,1476,1476,3093
10726,3063,1462,1462,3063
10169,2905,1387,1387,2905
9406,2686,1282,1282,2686
8594,2454,1171,1171,2454
7934,2266,1081,1081,2266
7502,2143,1023,1023,2143
7216,2061,984,984,2061
7063,2018,963,963,2018
7000,1999,954,954,1999
7071,2019,964,964,2019
7168,2048,977,977,2048
7634,2180,1040,1040,2180
8385,2394,1143,1143,2394
9027,2578,1231,1231,2578
9466,2704,1291,1291,2704
9769,2790,1332,1332,2790
10015,2860,1365,1365,2860
10116,2890,1379,1379,2890
10172,2905,1387,1387,2905
10191,2910,1389,1389,2910
10210,2916,1392,1392,2916
10225,2920,1394,1394,2920
10078,2879,1374,1374,2879
10127,2893,1381,1381,2893
10072,2877,1373,1373,2877
9582,2736,1307,1307,2736
8888,2539,1212,1212,2539
8142,2325,1110,1110,2325
7547,2155,1029,1029,2155
7150,2042,974,974,2042
6905,1973,941,941,1973
6784,1938,924,924,1938
6794,1941,926,926,1941
6988,1996,953,953,1996
7209,2058,983,983,2058
7658,2187,1044,1044,2187
8383,2394,1143,1143,2394
9091,2596,1239,1239,2596
9592,2740,1308,1308,2740
9917,2832,1352,1352,2832
10094,2883,1376,1376,2883
10204,2915,1391,1391,2915
10277,2935,1401,1401,2935
10346,2955,1410,1410,2955
10475,2991,1428,1428,2991
10566,3018,1440,1440,3018
10476,2992,1428,1428,2992
10695,3055,1458,1458,3055
10650,3041,1452,1452,3041
9894,2826,1349,1349,2826
8919,2548,1216,1216,2548
8067,2304,1100,1100,2304
7512,2145,1024,1024,2145
7187,2053,979,979,2053
7036,2009,959,959,2009
7009,2002,955,955,2002
7187,2053,979,979,2053
7883,2252,1075,1075,2252
9145,2612,1247,1247,2612
10061,2874,1372,1372,2874
10562,3016,1440,1440,3016
10966,3132,1495,1495,3132
11295,3226,1540,1540,3226
11462,3274,1563,1563,3274
11531,3294,1572,1572,3294
11610,3316,1583,1583,3316
11591,3311,1580,1580,3311
11637,3324,1586,1586,3324
11741,3353,1600,1600,3353
11872,3391,1619,1619,3391
11910,3401,1624,1624,3401
12123,3462,1653,1653,3462
11950,3413,1629,1629,3413
11234,3209,1531,1531,3209
10226,2920,1394,1394,2920
9316,2660,1270,1270,2660
8698,2484,1186,1186,2484
8348,2384,1138,1138,2384
8179,2336,1115,1115,2336
8142,2325,1110,1110,2325
8349,2384,1138,1138,2384
9085,2594,1238,1238,2594
10443,2983,1424,1424,2983
11421,3262,1557,1557,3262
11958,3415,1631,1631,3415
12381,3536,1688,1688,3536
12594,3597,1717,1717,3597
12653,3614,1725,1725,3614
12640,3610,1723,1723,3610
12733,3637,1736,1736,3637
12829,3664,1749,1749,3664
12874,3677,1755,1755,3677
12987,3709,1771,1771,3709
12971,3704,1768,1768,3704
12738,3638,1737,1737,3638
12792,3653,1744,1744,3653
12541,3581,1710,1710,3581
11639,3324,1587,1587,3324
10435,2980,1423,1423,2980
9353,2671,1275,1275,2671
8552,2442,1166,1166,2442
8057,2301,1098,1098,2301
7773,2220,1060,1060,2220
7652,2185,1043,1043,2185
7768,2219,1059,1059,2219
8389,2396,1144,1144,2396
9517,2718,1298,1298,2718
10359,2959,1412,1412,2959
10851,3099,1479,1479,3099
11262,3216,1535,1535,3216
11646,3326,1588,1588,3326
11875,3391,1619,1619,3391
11983,3422,1634,1634,3422
12241,3496,1669,1669,3496
12441,3553,1696,1696,3553
12539,3581,1710,1710,3581
12547,3584,1711,1711,3584
12386,3537,1689,1689,3537
12149,3470,1656,1656,3470
12379,3536,1688,1688,3536
12210,3487,1665,1665,3487
11389,3253,1553,1553,3253
10267,2932,1400,1400,2932
9241,2639,1260,1260,2639
8530,2436,1163,1163,2436
8091,2311,1103,1103,2311
7826,2235,1067,1067,2235
7696,2199,1050,1050,2199
7832,2237,1068,1068,2237
8472,2419,1155,1155,2419
9618,2747,1311,1311,2747
10499,2999,1431,1431,2999
11114,3174,1515,1515,3174
11695,3341,1595,1595,3341
12264,3503,1672,1672,3503
12797,3655,1745,1745,3655
13170,3761,1796,1796,3761
13503,3857,1841,1841,3857
13742,3925,1873,1873,3925
13848,3955,1888,1888,3955
13844,3954,1888,1888,3954
13545,3868,1847,1847,3868
13090,3738,1785,1785,3738
13095,3740,1786,1786,3740
12818,3661,1747,1747,3661
12044,3440,1642,1642,3440
11020,3147,1503,1503,3147
9981,2850,1361,1361,2850
9195,2626,1253,1253,2626
8670,2476,1182,1182,2476
8355,2386,1139,1139,2386
8180,2336,1116,1116,2336
8151,2328,1111,1111,2328
8389,2396,1144,1144,2396
8754,2500,1193,1193,2500
9371,2676,1277,1277,2676
10278,2935,1401,1401,2935
11036,3152,1504,1504,3152
11592,3311,1580,1580,3311
11897,3397,1622,1622,3397
12052,3442,1643,1643,3442
12081,3451,1647,1647,3451
12057,3443,1644,1644,3443
12023,3433,1639,1639,3433
12015,3431,1638,1638,3431
12007,3429,1637,1637,3429
12024,3434,1640,1640,3434
12093,3453,1649,1649,3453
11730,3350,1600,1600,3350
11030,3150,1504,1504,3150
10037,2866,1368,1368,2866
9011,2574,1228,1228,2574
8254,2357,1126,1126,2357
7746,2212,1056,1056,2212
7383,2109,1006,1006,2109
7171,2048,978,978,2048
7078,2021,964,964,2021
7146,2041,974,974,2041
7318,2090,998,998,2090
7673,2191,1046,1046,2191
8297,2369,1131,1131,2369
8843,2525,1206,1206,2525
9180,2622,1252,1252,2622
9402,2685,1282,1282,2685
9572,2734,1305,1305,2734
9583,2737,1307,1307,2737
9638,2752,1314,1314,2752
9729,2779,1327,1327,2779
9908,2830,1351,1351,2830
10054,2871,1371,1371,2871
10017,2861,1366,1366,2861
10275,2935,1401,1401,2935
10090,2881,1376,1376,2881
9364,2675,1277,1277,2675
8473,2419,1155,1155,2419
7662,2189,1045,1045,2189
7105,2029,969,969,2029
6773,1934,923,923,1934
6591,1883,899,899,1883
6544,1869,892,892,1869
6712,1917,915,915,1917
7351,2099,1002,1002,2099
8428,2407,1149,1149,2407
9177,2621,1251,1251,2621
9611,2745,1310,1310,2745
9949,2842,1357,1357,2842
10231,2922,1395,1395,2922
10363,2960,1413,1413,2960
10354,2957,1412,1412,2957
10352,2956,1411,1411,2956
10256,2929,1398,1398,2929
10153,2900,1384,1384,2900
10137,2895,1382,1382,2895
10121,2890,1380,1380,2890
10033,2865,1368,1368,2865
10293,2940,1403,1403,2940
10027,2864,1367,1367,2864
9245,2640,1261,1261,2640
8259,2359,1126,1126,2359
7385,2109,1007,1007,2109
6833,1952,931,931,1952
6505,1858,887,887,1858
6326,1807,863,863,1807
6285,1795,857,857,1795
6447,1841,878,878,1841
7087,2024,966,966,2024
8159,2330,1112,1112,2330
8886,2538,1212,1212,2538
9243,2639,1260,1260,2639
9537,2724,1300,1300,2724
9788,2795,1334,1334,2795
9951,2842,1357,1357,2842
10028,2864,1367,1367,2864
10152,2900,1384,1384,2900
10168,2904,1386,1386,2904
10174,2906,1387,1387,2906
10216,2918,1393,1393,2918
10216,2918,1393,1393,2918
10112,2888,1378,1378,2888
10407,2972,1418,1418,2972
10156,2900,1384,1384,2900
9358,2673,1276,1276,2673
8353,2385,1139,1139,2385
7474,2134,1019,1019,2134
6884,1966,939,939,1966
6554,1872,893,893,1872
6386,1823,870,870,1823
6338,1810,864,864,1810
6488,1853,884,884,1853
7116,2033,970,970,2033
8236,2352,1123,1123,2352
8979,2564,1224,1224,2564
9336,2666,1272,1272,2666
9676,2764,1319,1319,2764
10036,2866,1368,1368,2866
10290,2939,1403,1403,2939
10425,2977,1421,1421,2977
10605,3029,1446,1446,3029
10656,3043,1453,1453,3043
10692,3054,1458,1458,3054
10735,3065,1464,1464,3065
10694,3054,1458,1458,3054
10534,3009,1436,1436,3009
10838,3095,1478,1478,3095
10562,3016,1440,1440,3016
9763,2788,1331,1331,2788
8754,2500,1193,1193,2500
7826,2235,1067,1067,2235
7215,2060,984,984,2060
6861,1959,935,935,1959
6677,1907,910,910,1907
6607,1887,901,901,1887
6751,1928,920,920,1928
7369,2104,1004,1004,2104
8492,2425,1157,1157,2425
